"case","theta0","psi_ic_m","time_h","time_day","distance_cm","pH_obs","pH_measurement_sd","prediction"
"theta047","0.47","-16.33394573035923","67.000008","2.791667","7.5","4.31","0.1077032961426901","4.340136"
"theta047","0.47","-16.33394573035923","67.000008","2.791667","12.5","10.79","0.1077032961426901","10.830655"
"theta047","0.47","-16.33394573035923","67.000008","2.791667","17.5","11.14","0.1077032961426901","11.140762"
"theta047","0.47","-16.33394573035923","67.999992","2.833333","2.5","3.13","0.1077032961426901","3.1101646"
"theta047","0.47","-16.33394573035923","67.999992","2.833333","7.5","4.13","0.1077032961426901","4.238563"
"theta047","0.47","-16.33394573035923","67.999992","2.833333","12.5","10.83","0.1077032961426901","10.822836"
"theta047","0.47","-16.33394573035923","67.999992","2.833333","17.5","11.16","0.1077032961426901","11.137103"
"theta047","0.47","-16.33394573035923","69.0","2.875","2.5","3.04","0.1077032961426901","3.1038"
"theta047","0.47","-16.33394573035923","69.0","2.875","7.5","4.13","0.1077032961426901","4.1563277"
"theta047","0.47","-16.33394573035923","69.0","2.875","12.5","10.79","0.1077032961426901","10.814865"
"theta047","0.47","-16.33394573035923","69.0","2.875","17.5","11.13","0.1077032961426901","11.133404"
"theta047","0.47","-16.33394573035923","70.000008","2.916667","2.5","3.08","0.1077032961426901","3.0975385"
"theta047","0.47","-16.33394573035923","70.000008","2.916667","7.5","4.04","0.1077032961426901","4.087241"
"theta047","0.47","-16.33394573035923","70.000008","2.916667","12.5","10.78","0.1077032961426901","10.806738"
"theta047","0.47","-16.33394573035923","70.000008","2.916667","17.5","11.15","0.1077032961426901","11.129664"
"theta047","0.47","-16.33394573035923","70.999992","2.958333","2.5","3.06","0.1077032961426901","3.0913773"
"theta047","0.47","-16.33394573035923","70.999992","2.958333","7.5","4.02","0.1077032961426901","4.0276823"
"theta047","0.47","-16.33394573035923","70.999992","2.958333","12.5","10.78","0.1077032961426901","10.798449"
"theta047","0.47","-16.33394573035923","70.999992","2.958333","17.5","11.20","0.1077032961426901","11.125884"
"theta047","0.47","-16.33394573035923","72.0","3.0","2.5","3.02","0.1077032961426901","3.0853133"
"theta047","0.47","-16.33394573035923","72.0","3.0","7.5","3.91","0.1077032961426901","3.9753394"
"theta047","0.47","-16.33394573035923","72.0","3.0","12.5","10.78","0.1077032961426901","10.789991"
"theta047","0.47","-16.33394573035923","72.0","3.0","17.5","11.15","0.1077032961426901","11.122063"
"theta047","0.47","-16.33394573035923","73.000008","3.041667","2.5","3.08","0.1077032961426901","3.079344"
"theta047","0.47","-16.33394573035923","73.000008","3.041667","7.5","3.86","0.1077032961426901","3.9286566"
"theta047","0.47","-16.33394573035923","73.000008","3.041667","12.5","10.81","0.1077032961426901","10.781359"
"theta047","0.47","-16.33394573035923","73.000008","3.041667","17.5","11.09","0.1077032961426901","11.118199"
"theta047","0.47","-16.33394573035923","73.999992","3.083333","2.5","2.92","0.1077032961426901","3.0734665"
"theta047","0.47","-16.33394573035923","73.999992","3.083333","7.5","3.85","0.1077032961426901","3.8865304"
"theta047","0.47","-16.33394573035923","73.999992","3.083333","12.5","10.67","0.1077032961426901","10.772545"
"theta047","0.47","-16.33394573035923","73.999992","3.083333","17.5","11.11","0.1077032961426901","11.114293"
"theta047","0.47","-16.33394573035923","75.0","3.125","2.5","3.02","0.1077032961426901","3.067679"
"theta047","0.47","-16.33394573035923","75.0","3.125","7.5","3.83","0.1077032961426901","3.8481545"
"theta047","0.47","-16.33394573035923","75.0","3.125","12.5","10.72","0.1077032961426901","10.763542"
"theta047","0.47","-16.33394573035923","75.0","3.125","17.5","11.16","0.1077032961426901","11.110342"
"theta047","0.47","-16.33394573035923","76.000008","3.166667","2.5","3.05","0.1077032961426901","3.0619783"
"theta047","0.47","-16.33394573035923","76.000008","3.166667","7.5","3.77","0.1077032961426901","3.8129194"
"theta047","0.47","-16.33394573035923","76.000008","3.166667","12.5","10.73","0.1077032961426901","10.754343"
"theta047","0.47","-16.33394573035923","76.000008","3.166667","17.5","11.14","0.1077032961426901","11.106349"
"theta047","0.47","-16.33394573035923","76.999992","3.208333","2.5","3.08","0.1077032961426901","3.0563629"
"theta047","0.47","-16.33394573035923","76.999992","3.208333","7.5","3.75","0.1077032961426901","3.7803526"
"theta047","0.47","-16.33394573035923","76.999992","3.208333","12.5","10.78","0.1077032961426901","10.744938"
"theta047","0.47","-16.33394573035923","76.999992","3.208333","17.5","11.09","0.1077032961426901","11.10231"
"theta047","0.47","-16.33394573035923","78.0","3.25","2.5","3.03","0.1077032961426901","3.0508304"
"theta047","0.47","-16.33394573035923","78.0","3.25","7.5","3.74","0.1077032961426901","3.750075"
"theta047","0.47","-16.33394573035923","78.0","3.25","12.5","10.78","0.1077032961426901","10.73532"
"theta047","0.47","-16.33394573035923","78.0","3.25","17.5","11.05","0.1077032961426901","11.098225"
"theta047","0.47","-16.33394573035923","79.000008","3.291667","2.5","3.03","0.1077032961426901","3.0453784"
"theta047","0.47","-16.33394573035923","79.000008","3.291667","7.5","3.71","0.1077032961426901","3.7217948"
"theta047","0.47","-16.33394573035923","79.000008","3.291667","12.5","10.70","0.1077032961426901","10.725477"
"theta047","0.47","-16.33394573035923","79.000008","3.291667","17.5","11.01","0.1077032961426901","11.094092"
"theta047","0.47","-16.33394573035923","79.999992","3.333333","2.5","3.04","0.1077032961426901","3.0400057"
"theta047","0.47","-16.33394573035923","79.999992","3.333333","7.5","3.60","0.1077032961426901","3.6952653"
"theta047","0.47","-16.33394573035923","79.999992","3.333333","12.5","10.70","0.1077032961426901","10.715402"
"theta047","0.47","-16.33394573035923","79.999992","3.333333","17.5","11.11","0.1077032961426901","11.089913"
"theta047","0.47","-16.33394573035923","81.0","3.375","2.5","2.99","0.1077032961426901","3.034709"
"theta047","0.47","-16.33394573035923","81.0","3.375","7.5","3.69","0.1077032961426901","3.670281"
"theta047","0.47","-16.33394573035923","81.0","3.375","12.5","10.75","0.1077032961426901","10.705081"
"theta047","0.47","-16.33394573035923","81.0","3.375","17.5","11.02","0.1077032961426901","11.085687"
"theta047","0.47","-16.33394573035923","82.000008","3.416667","2.5","3.01","0.1077032961426901","3.029488"
"theta047","0.47","-16.33394573035923","82.000008","3.416667","7.5","3.73","0.1077032961426901","3.6466763"
"theta047","0.47","-16.33394573035923","82.000008","3.416667","12.5","10.78","0.1077032961426901","10.694504"
"theta047","0.47","-16.33394573035923","82.000008","3.416667","17.5","10.99","0.1077032961426901","11.081409"
"theta047","0.47","-16.33394573035923","82.999992","3.458333","2.5","3.05","0.1077032961426901","3.0243402"
"theta047","0.47","-16.33394573035923","82.999992","3.458333","7.5","3.62","0.1077032961426901","3.6243067"
"theta047","0.47","-16.33394573035923","82.999992","3.458333","12.5","10.61","0.1077032961426901","10.683658"
"theta047","0.47","-16.33394573035923","82.999992","3.458333","17.5","11.00","0.1077032961426901","11.077084"
"theta047","0.47","-16.33394573035923","84.0","3.5","2.5","2.91","0.1077032961426901","3.0192633"
"theta047","0.47","-16.33394573035923","84.0","3.5","7.5","3.55","0.1077032961426901","3.6030536"
"theta047","0.47","-16.33394573035923","84.0","3.5","12.5","10.69","0.1077032961426901","10.67253"
"theta047","0.47","-16.33394573035923","84.0","3.5","17.5","11.00","0.1077032961426901","11.072705"
"theta047","0.47","-16.33394573035923","85.000008","3.541667","2.5","3.03","0.1077032961426901","3.0142562"
"theta047","0.47","-16.33394573035923","85.000008","3.541667","7.5","3.55","0.1077032961426901","3.58281"
"theta047","0.47","-16.33394573035923","85.000008","3.541667","12.5","10.72","0.1077032961426901","10.661105"
"theta047","0.47","-16.33394573035923","85.000008","3.541667","17.5","11.07","0.1077032961426901","11.068275"
"theta047","0.47","-16.33394573035923","85.999992","3.583333","2.5","2.97","0.1077032961426901","3.0093172"
"theta047","0.47","-16.33394573035923","85.999992","3.583333","7.5","3.53","0.1077032961426901","3.5634854"
"theta047","0.47","-16.33394573035923","85.999992","3.583333","12.5","10.60","0.1077032961426901","10.649367"
"theta047","0.47","-16.33394573035923","85.999992","3.583333","17.5","11.07","0.1077032961426901","11.063793"
"theta047","0.47","-16.33394573035923","87.0","3.625","2.5","2.83","0.1077032961426901","3.0044453"
"theta047","0.47","-16.33394573035923","87.0","3.625","7.5","3.55","0.1077032961426901","3.5450037"
"theta047","0.47","-16.33394573035923","87.0","3.625","12.5","10.56","0.1077032961426901","10.637301"
"theta047","0.47","-16.33394573035923","87.0","3.625","17.5","11.01","0.1077032961426901","11.059256"
"theta047","0.47","-16.33394573035923","88.000008","3.666667","2.5","2.97","0.1077032961426901","2.9996376"
"theta047","0.47","-16.33394573035923","88.000008","3.666667","7.5","3.45","0.1077032961426901","3.5272934"
"theta047","0.47","-16.33394573035923","88.000008","3.666667","12.5","10.64","0.1077032961426901","10.624885"
"theta047","0.47","-16.33394573035923","88.000008","3.666667","17.5","11.05","0.1077032961426901","11.054663"
"theta047","0.47","-16.33394573035923","88.999992","3.708333","2.5","2.95","0.1077032961426901","2.9948947"
"theta047","0.47","-16.33394573035923","88.999992","3.708333","7.5","3.43","0.1077032961426901","3.5102954"
"theta047","0.47","-16.33394573035923","88.999992","3.708333","12.5","10.63","0.1077032961426901","10.6121025"
"theta047","0.47","-16.33394573035923","88.999992","3.708333","17.5","11.04","0.1077032961426901","11.050015"
"theta047","0.47","-16.33394573035923","90.0","3.75","2.5","2.97","0.1077032961426901","2.9902136"
"theta047","0.47","-16.33394573035923","90.0","3.75","7.5","3.42","0.1077032961426901","3.4939554"
"theta047","0.47","-16.33394573035923","90.0","3.75","12.5","10.58","0.1077032961426901","10.598927"
"theta047","0.47","-16.33394573035923","90.0","3.75","17.5","11.09","0.1077032961426901","11.045308"
"theta047","0.47","-16.33394573035923","91.000008","3.791667","2.5","2.93","0.1077032961426901","2.9855933"
"theta047","0.47","-16.33394573035923","91.000008","3.791667","7.5","3.39","0.1077032961426901","3.478225"
"theta047","0.47","-16.33394573035923","91.000008","3.791667","12.5","10.55","0.1077032961426901","10.585338"
"theta047","0.47","-16.33394573035923","91.000008","3.791667","17.5","11.04","0.1077032961426901","11.0405445"
"theta047","0.47","-16.33394573035923","91.999992","3.833333","2.5","2.95","0.1077032961426901","2.9810328"
"theta047","0.47","-16.33394573035923","91.999992","3.833333","7.5","3.48","0.1077032961426901","3.4630616"
"theta047","0.47","-16.33394573035923","91.999992","3.833333","12.5","10.65","0.1077032961426901","10.571308"
"theta047","0.47","-16.33394573035923","91.999992","3.833333","17.5","11.04","0.1077032961426901","11.035721"
"theta047","0.47","-16.33394573035923","93.0","3.875","2.5","2.96","0.1077032961426901","2.9765308"
"theta047","0.47","-16.33394573035923","93.0","3.875","7.5","3.36","0.1077032961426901","3.4484267"
"theta047","0.47","-16.33394573035923","93.0","3.875","12.5","10.50","0.1077032961426901","10.5568075"
"theta047","0.47","-16.33394573035923","93.0","3.875","17.5","11.07","0.1077032961426901","11.030835"
"theta047","0.47","-16.33394573035923","94.000008","3.916667","2.5","2.89","0.1077032961426901","2.972086"
"theta047","0.47","-16.33394573035923","94.000008","3.916667","7.5","3.38","0.1077032961426901","3.4342852"
"theta047","0.47","-16.33394573035923","94.000008","3.916667","12.5","10.55","0.1077032961426901","10.541806"
"theta047","0.47","-16.33394573035923","94.000008","3.916667","17.5","11.03","0.1077032961426901","11.0258875"
"theta047","0.47","-16.33394573035923","94.999992","3.958333","2.5","3.02","0.1077032961426901","2.9676974"
"theta047","0.47","-16.33394573035923","94.999992","3.958333","7.5","3.35","0.1077032961426901","3.4206069"
"theta047","0.47","-16.33394573035923","94.999992","3.958333","12.5","10.55","0.1077032961426901","10.526265"
"theta047","0.47","-16.33394573035923","94.999992","3.958333","17.5","10.98","0.1077032961426901","11.020876"
"theta047","0.47","-16.33394573035923","96.0","4.0","2.5","2.92","0.1077032961426901","2.9633627"
"theta047","0.47","-16.33394573035923","96.0","4.0","7.5","3.30","0.1077032961426901","3.4073637"
"theta047","0.47","-16.33394573035923","96.0","4.0","12.5","10.51","0.1077032961426901","10.51015"
"theta047","0.47","-16.33394573035923","96.0","4.0","17.5","11.05","0.1077032961426901","11.0157995"
"theta047","0.47","-16.33394573035923","96.999984","4.041666","2.5","2.84","0.1077032961426901","2.9590826"
"theta047","0.47","-16.33394573035923","96.999984","4.041666","7.5","3.41","0.1077032961426901","3.3945277"
"theta047","0.47","-16.33394573035923","96.999984","4.041666","12.5","10.46","0.1077032961426901","10.493411"
"theta047","0.47","-16.33394573035923","96.999984","4.041666","17.5","11.05","0.1077032961426901","11.010656"
"theta047","0.47","-16.33394573035923","98.000016","4.083334","2.5","2.88","0.1077032961426901","2.954855"
"theta047","0.47","-16.33394573035923","98.000016","4.083334","7.5","3.33","0.1077032961426901","3.3820763"
"theta047","0.47","-16.33394573035923","98.000016","4.083334","12.5","10.47","0.1077032961426901","10.476006"
"theta047","0.47","-16.33394573035923","98.000016","4.083334","17.5","10.98","0.1077032961426901","11.005445"
"theta047","0.47","-16.33394573035923","99.0","4.125","2.5","2.85","0.1077032961426901","2.9506788"
"theta047","0.47","-16.33394573035923","99.0","4.125","7.5","3.29","0.1077032961426901","3.3699894"
"theta047","0.47","-16.33394573035923","99.0","4.125","12.5","10.46","0.1077032961426901","10.457872"
"theta047","0.47","-16.33394573035923","99.0","4.125","17.5","10.94","0.1077032961426901","11.000163"
"theta047","0.47","-16.33394573035923","99.999984","4.166666","2.5","2.82","0.1077032961426901","2.9465535"
"theta047","0.47","-16.33394573035923","99.999984","4.166666","7.5","3.29","0.1077032961426901","3.3582451"
"theta047","0.47","-16.33394573035923","99.999984","4.166666","12.5","10.46","0.1077032961426901","10.438952"
"theta047","0.47","-16.33394573035923","99.999984","4.166666","17.5","11.06","0.1077032961426901","10.994811"
"theta047","0.47","-16.33394573035923","101.000016","4.208334","2.5","2.83","0.1077032961426901","2.9424775"
"theta047","0.47","-16.33394573035923","101.000016","4.208334","7.5","3.29","0.1077032961426901","3.3468256"
"theta047","0.47","-16.33394573035923","101.000016","4.208334","12.5","10.48","0.1077032961426901","10.419173"
"theta047","0.47","-16.33394573035923","101.000016","4.208334","17.5","11.01","0.1077032961426901","10.989386"
"theta047","0.47","-16.33394573035923","102.0","4.25","2.5","3.00","0.1077032961426901","2.9384503"
"theta047","0.47","-16.33394573035923","102.0","4.25","7.5","3.22","0.1077032961426901","3.3357155"
"theta047","0.47","-16.33394573035923","102.0","4.25","12.5","10.35","0.1077032961426901","10.398452"
"theta047","0.47","-16.33394573035923","102.0","4.25","17.5","11.02","0.1077032961426901","10.983886"
"theta047","0.47","-16.33394573035923","102.999984","4.291666","2.5","2.89","0.1077032961426901","2.9344711"
"theta047","0.47","-16.33394573035923","102.999984","4.291666","7.5","3.30","0.1077032961426901","3.3248987"
"theta047","0.47","-16.33394573035923","102.999984","4.291666","12.5","10.44","0.1077032961426901","10.376701"
"theta047","0.47","-16.33394573035923","102.999984","4.291666","17.5","10.98","0.1077032961426901","10.97831"
"theta047","0.47","-16.33394573035923","104.000016","4.333334","2.5","2.93","0.1077032961426901","2.9305384"
"theta047","0.47","-16.33394573035923","104.000016","4.333334","7.5","3.25","0.1077032961426901","3.3143587"
"theta047","0.47","-16.33394573035923","104.000016","4.333334","12.5","10.42","0.1077032961426901","10.353805"
"theta047","0.47","-16.33394573035923","104.000016","4.333334","17.5","10.94","0.1077032961426901","10.972654"
"theta047","0.47","-16.33394573035923","105.0","4.375","2.5","2.96","0.1077032961426901","2.9266517"
"theta047","0.47","-16.33394573035923","105.0","4.375","7.5","3.24","0.1077032961426901","3.304085"
"theta047","0.47","-16.33394573035923","105.0","4.375","12.5","10.29","0.1077032961426901","10.329644"
"theta047","0.47","-16.33394573035923","105.0","4.375","17.5","11.04","0.1077032961426901","10.96692"
"theta047","0.47","-16.33394573035923","105.999984","4.416666","2.5","2.89","0.1077032961426901","2.9228108"
"theta047","0.47","-16.33394573035923","105.999984","4.416666","7.5","3.28","0.1077032961426901","3.294064"
"theta047","0.47","-16.33394573035923","105.999984","4.416666","12.5","10.33","0.1077032961426901","10.304067"
"theta047","0.47","-16.33394573035923","105.999984","4.416666","17.5","11.03","0.1077032961426901","10.9611025"
"theta047","0.47","-16.33394573035923","107.000016","4.458334","2.5","2.85","0.1077032961426901","2.919014"
"theta047","0.47","-16.33394573035923","107.000016","4.458334","7.5","3.29","0.1077032961426901","3.284285"
"theta047","0.47","-16.33394573035923","107.000016","4.458334","12.5","10.28","0.1077032961426901","10.276895"
"theta047","0.47","-16.33394573035923","107.000016","4.458334","17.5","11.04","0.1077032961426901","10.9552"
"theta047","0.47","-16.33394573035923","108.0","4.5","2.5","2.90","0.1077032961426901","2.9152603"
"theta047","0.47","-16.33394573035923","108.0","4.5","7.5","3.31","0.1077032961426901","3.2747364"
"theta047","0.47","-16.33394573035923","108.0","4.5","12.5","10.23","0.1077032961426901","10.247921"
"theta047","0.47","-16.33394573035923","108.0","4.5","17.5","10.99","0.1077032961426901","10.949211"
"theta047","0.47","-16.33394573035923","108.999984","4.541666","2.5","2.85","0.1077032961426901","2.9115496"
"theta047","0.47","-16.33394573035923","108.999984","4.541666","7.5","3.25","0.1077032961426901","3.265407"
"theta047","0.47","-16.33394573035923","108.999984","4.541666","12.5","10.24","0.1077032961426901","10.216889"
"theta047","0.47","-16.33394573035923","108.999984","4.541666","17.5","10.91","0.1077032961426901","10.943134"
"theta047","0.47","-16.33394573035923","110.000016","4.583334","2.5","2.82","0.1077032961426901","2.907881"
"theta047","0.47","-16.33394573035923","110.000016","4.583334","7.5","3.15","0.1077032961426901","3.25629"
"theta047","0.47","-16.33394573035923","110.000016","4.583334","12.5","10.13","0.1077032961426901","10.183485"
"theta047","0.47","-16.33394573035923","110.000016","4.583334","17.5","10.87","0.1077032961426901","10.936964"
"theta047","0.47","-16.33394573035923","111.0","4.625","2.5","2.84","0.1077032961426901","2.9042535"
"theta047","0.47","-16.33394573035923","111.0","4.625","7.5","3.21","0.1077032961426901","3.2473755"
"theta047","0.47","-16.33394573035923","111.0","4.625","12.5","10.25","0.1077032961426901","10.14731"
"theta047","0.47","-16.33394573035923","111.0","4.625","17.5","10.94","0.1077032961426901","10.930701"
"theta047","0.47","-16.33394573035923","111.999984","4.666666","2.5","2.82","0.1077032961426901","2.9006662"
"theta047","0.47","-16.33394573035923","111.999984","4.666666","7.5","3.19","0.1077032961426901","3.238655"
"theta047","0.47","-16.33394573035923","111.999984","4.666666","12.5","10.07","0.1077032961426901","10.107869"
"theta047","0.47","-16.33394573035923","111.999984","4.666666","17.5","10.89","0.1077032961426901","10.924342"
"theta047","0.47","-16.33394573035923","113.000016","4.708334","2.5","2.78","0.1077032961426901","2.8971195"
"theta047","0.47","-16.33394573035923","113.000016","4.708334","7.5","3.15","0.1077032961426901","3.230121"
"theta047","0.47","-16.33394573035923","113.000016","4.708334","12.5","10.07","0.1077032961426901","10.064507"
"theta047","0.47","-16.33394573035923","113.000016","4.708334","17.5","10.91","0.1077032961426901","10.917883"
"theta047","0.47","-16.33394573035923","114.0","4.75","2.5","2.83","0.1077032961426901","2.8936117"
"theta047","0.47","-16.33394573035923","114.0","4.75","7.5","3.18","0.1077032961426901","3.2217662"
"theta047","0.47","-16.33394573035923","114.0","4.75","12.5","10.04","0.1077032961426901","10.0163555"
"theta047","0.47","-16.33394573035923","114.0","4.75","17.5","10.91","0.1077032961426901","10.911322"
"theta047","0.47","-16.33394573035923","114.999984","4.791666","2.5","2.82","0.1077032961426901","2.8901424"
"theta047","0.47","-16.33394573035923","114.999984","4.791666","7.5","3.26","0.1077032961426901","3.2135842"
"theta047","0.47","-16.33394573035923","114.999984","4.791666","12.5","9.99","0.1077032961426901","9.962229"
"theta047","0.47","-16.33394573035923","114.999984","4.791666","17.5","10.91","0.1077032961426901","10.904655"
"theta047","0.47","-16.33394573035923","116.000016","4.833334","2.5","2.81","0.1077032961426901","2.886711"
"theta047","0.47","-16.33394573035923","116.000016","4.833334","7.5","3.13","0.1077032961426901","3.2055674"
"theta047","0.47","-16.33394573035923","116.000016","4.833334","12.5","9.89","0.1077032961426901","9.900419"
"theta047","0.47","-16.33394573035923","116.000016","4.833334","17.5","10.92","0.1077032961426901","10.897881"
"theta047","0.47","-16.33394573035923","117.0","4.875","2.5","2.87","0.1077032961426901","2.8833165"
"theta047","0.47","-16.33394573035923","117.0","4.875","7.5","3.18","0.1077032961426901","3.1977112"
"theta047","0.47","-16.33394573035923","117.0","4.875","12.5","9.81","0.1077032961426901","9.828384"
"theta047","0.47","-16.33394573035923","117.0","4.875","17.5","10.93","0.1077032961426901","10.890995"
"theta047","0.47","-16.33394573035923","117.999984","4.916666","2.5","2.80","0.1077032961426901","2.8799593"
"theta047","0.47","-16.33394573035923","117.999984","4.916666","7.5","3.11","0.1077032961426901","3.1900074"
"theta047","0.47","-16.33394573035923","117.999984","4.916666","12.5","9.79","0.1077032961426901","9.742043"
"theta047","0.47","-16.33394573035923","117.999984","4.916666","17.5","10.95","0.1077032961426901","10.883994"
"theta047","0.47","-16.33394573035923","119.000016","4.958334","2.5","2.80","0.1077032961426901","2.8766377"
"theta047","0.47","-16.33394573035923","119.000016","4.958334","7.5","3.13","0.1077032961426901","3.1824536"
"theta047","0.47","-16.33394573035923","119.000016","4.958334","12.5","9.62","0.1077032961426901","9.634249"
"theta047","0.47","-16.33394573035923","119.000016","4.958334","17.5","10.89","0.1077032961426901","10.876875"
"theta047","0.47","-16.33394573035923","120.0","5.0","2.5","2.81","0.1077032961426901","2.8733516"
"theta047","0.47","-16.33394573035923","120.0","5.0","7.5","3.17","0.1077032961426901","3.1750429"
"theta047","0.47","-16.33394573035923","120.0","5.0","12.5","9.53","0.1077032961426901","9.490655"
"theta047","0.47","-16.33394573035923","120.0","5.0","17.5","10.87","0.1077032961426901","10.869633"
