"case","theta0","psi_ic_m","time_h","time_day","distance_cm","pH_obs","pH_measurement_sd","prediction"
"theta020","0.2","-166.9363086307076","67.000008","2.791667","12.5","11.07","0.1077032961426901","11.018421"
"theta020","0.2","-166.9363086307076","67.000008","2.791667","17.5","11.18","0.1077032961426901","11.096635"
"theta020","0.2","-166.9363086307076","67.999992","2.833333","2.5","3.47","0.1077032961426901","3.4450207"
"theta020","0.2","-166.9363086307076","67.999992","2.833333","7.5","10.70","0.1077032961426901","10.798115"
"theta020","0.2","-166.9363086307076","67.999992","2.833333","12.5","11.07","0.1077032961426901","11.019846"
"theta020","0.2","-166.9363086307076","67.999992","2.833333","17.5","11.13","0.1077032961426901","11.098905"
"theta020","0.2","-166.9363086307076","69.0","2.875","2.5","3.41","0.1077032961426901","3.4286246"
"theta020","0.2","-166.9363086307076","69.0","2.875","7.5","10.76","0.1077032961426901","10.795696"
"theta020","0.2","-166.9363086307076","69.0","2.875","12.5","11.09","0.1077032961426901","11.021203"
"theta020","0.2","-166.9363086307076","69.0","2.875","17.5","11.15","0.1077032961426901","11.101122"
"theta020","0.2","-166.9363086307076","70.000008","2.916667","2.5","3.42","0.1077032961426901","3.4127765"
"theta020","0.2","-166.9363086307076","70.000008","2.916667","7.5","10.79","0.1077032961426901","10.793118"
"theta020","0.2","-166.9363086307076","70.000008","2.916667","12.5","11.14","0.1077032961426901","11.022491"
"theta020","0.2","-166.9363086307076","70.000008","2.916667","17.5","11.15","0.1077032961426901","11.103289"
"theta020","0.2","-166.9363086307076","70.999992","2.958333","2.5","3.38","0.1077032961426901","3.3974488"
"theta020","0.2","-166.9363086307076","70.999992","2.958333","7.5","10.79","0.1077032961426901","10.790376"
"theta020","0.2","-166.9363086307076","70.999992","2.958333","12.5","11.12","0.1077032961426901","11.023713"
"theta020","0.2","-166.9363086307076","70.999992","2.958333","17.5","11.19","0.1077032961426901","11.105404"
"theta020","0.2","-166.9363086307076","72.0","3.0","2.5","3.49","0.1077032961426901","3.3826141"
"theta020","0.2","-166.9363086307076","72.0","3.0","7.5","10.75","0.1077032961426901","10.787465"
"theta020","0.2","-166.9363086307076","72.0","3.0","12.5","11.13","0.1077032961426901","11.024867"
"theta020","0.2","-166.9363086307076","72.0","3.0","17.5","11.12","0.1077032961426901","11.107469"
"theta020","0.2","-166.9363086307076","73.000008","3.041667","2.5","3.40","0.1077032961426901","3.3682501"
"theta020","0.2","-166.9363086307076","73.000008","3.041667","7.5","10.75","0.1077032961426901","10.784385"
"theta020","0.2","-166.9363086307076","73.000008","3.041667","12.5","11.04","0.1077032961426901","11.025954"
"theta020","0.2","-166.9363086307076","73.000008","3.041667","17.5","11.19","0.1077032961426901","11.109483"
"theta020","0.2","-166.9363086307076","73.999992","3.083333","2.5","3.42","0.1077032961426901","3.3543355"
"theta020","0.2","-166.9363086307076","73.999992","3.083333","7.5","10.86","0.1077032961426901","10.781129"
"theta020","0.2","-166.9363086307076","73.999992","3.083333","12.5","11.07","0.1077032961426901","11.026973"
"theta020","0.2","-166.9363086307076","73.999992","3.083333","17.5","11.23","0.1077032961426901","11.111445"
"theta020","0.2","-166.9363086307076","75.0","3.125","2.5","3.41","0.1077032961426901","3.3408492"
"theta020","0.2","-166.9363086307076","75.0","3.125","7.5","10.70","0.1077032961426901","10.777694"
"theta020","0.2","-166.9363086307076","75.0","3.125","12.5","11.04","0.1077032961426901","11.027924"
"theta020","0.2","-166.9363086307076","75.0","3.125","17.5","11.11","0.1077032961426901","11.113358"
"theta020","0.2","-166.9363086307076","76.000008","3.166667","2.5","3.37","0.1077032961426901","3.327774"
"theta020","0.2","-166.9363086307076","76.000008","3.166667","7.5","10.80","0.1077032961426901","10.774075"
"theta020","0.2","-166.9363086307076","76.000008","3.166667","12.5","11.13","0.1077032961426901","11.028808"
"theta020","0.2","-166.9363086307076","76.000008","3.166667","17.5","11.23","0.1077032961426901","11.11522"
"theta020","0.2","-166.9363086307076","76.999992","3.208333","2.5","3.31","0.1077032961426901","3.3150923"
"theta020","0.2","-166.9363086307076","76.999992","3.208333","7.5","10.71","0.1077032961426901","10.7702675"
"theta020","0.2","-166.9363086307076","76.999992","3.208333","12.5","11.09","0.1077032961426901","11.029623"
"theta020","0.2","-166.9363086307076","76.999992","3.208333","17.5","11.22","0.1077032961426901","11.117032"
"theta020","0.2","-166.9363086307076","78.0","3.25","2.5","3.30","0.1077032961426901","3.3027887"
"theta020","0.2","-166.9363086307076","78.0","3.25","7.5","10.80","0.1077032961426901","10.766266"
"theta020","0.2","-166.9363086307076","78.0","3.25","12.5","11.04","0.1077032961426901","11.030371"
"theta020","0.2","-166.9363086307076","78.0","3.25","17.5","11.13","0.1077032961426901","11.1187935"
"theta020","0.2","-166.9363086307076","79.000008","3.291667","2.5","3.41","0.1077032961426901","3.2908485"
"theta020","0.2","-166.9363086307076","79.000008","3.291667","7.5","10.73","0.1077032961426901","10.762067"
"theta020","0.2","-166.9363086307076","79.000008","3.291667","12.5","11.04","0.1077032961426901","11.03105"
"theta020","0.2","-166.9363086307076","79.000008","3.291667","17.5","11.22","0.1077032961426901","11.120505"
"theta020","0.2","-166.9363086307076","79.999992","3.333333","2.5","3.29","0.1077032961426901","3.279258"
"theta020","0.2","-166.9363086307076","79.999992","3.333333","7.5","10.75","0.1077032961426901","10.757663"
"theta020","0.2","-166.9363086307076","79.999992","3.333333","12.5","11.08","0.1077032961426901","11.031662"
"theta020","0.2","-166.9363086307076","79.999992","3.333333","17.5","11.19","0.1077032961426901","11.122168"
"theta020","0.2","-166.9363086307076","81.0","3.375","2.5","3.26","0.1077032961426901","3.2680044"
"theta020","0.2","-166.9363086307076","81.0","3.375","7.5","10.74","0.1077032961426901","10.753049"
"theta020","0.2","-166.9363086307076","81.0","3.375","12.5","11.15","0.1077032961426901","11.032206"
"theta020","0.2","-166.9363086307076","81.0","3.375","17.5","11.18","0.1077032961426901","11.12378"
"theta020","0.2","-166.9363086307076","82.000008","3.416667","2.5","3.28","0.1077032961426901","3.2570755"
"theta020","0.2","-166.9363086307076","82.000008","3.416667","7.5","10.65","0.1077032961426901","10.748218"
"theta020","0.2","-166.9363086307076","82.000008","3.416667","12.5","11.07","0.1077032961426901","11.032682"
"theta020","0.2","-166.9363086307076","82.000008","3.416667","17.5","11.15","0.1077032961426901","11.125344"
"theta020","0.2","-166.9363086307076","82.999992","3.458333","2.5","3.29","0.1077032961426901","3.2464612"
"theta020","0.2","-166.9363086307076","82.999992","3.458333","7.5","10.80","0.1077032961426901","10.743165"
"theta020","0.2","-166.9363086307076","82.999992","3.458333","12.5","11.15","0.1077032961426901","11.033089"
"theta020","0.2","-166.9363086307076","82.999992","3.458333","17.5","11.24","0.1077032961426901","11.126857"
"theta020","0.2","-166.9363086307076","84.0","3.5","2.5","3.22","0.1077032961426901","3.23615"
"theta020","0.2","-166.9363086307076","84.0","3.5","7.5","10.74","0.1077032961426901","10.737881"
"theta020","0.2","-166.9363086307076","84.0","3.5","12.5","11.13","0.1077032961426901","11.033427"
"theta020","0.2","-166.9363086307076","84.0","3.5","17.5","11.22","0.1077032961426901","11.128322"
"theta020","0.2","-166.9363086307076","85.000008","3.541667","2.5","3.27","0.1077032961426901","3.2261317"
"theta020","0.2","-166.9363086307076","85.000008","3.541667","7.5","10.72","0.1077032961426901","10.73236"
"theta020","0.2","-166.9363086307076","85.000008","3.541667","12.5","11.18","0.1077032961426901","11.033698"
"theta020","0.2","-166.9363086307076","85.000008","3.541667","17.5","11.15","0.1077032961426901","11.129738"
"theta020","0.2","-166.9363086307076","85.999992","3.583333","2.5","3.23","0.1077032961426901","3.2163973"
"theta020","0.2","-166.9363086307076","85.999992","3.583333","7.5","10.70","0.1077032961426901","10.726593"
"theta020","0.2","-166.9363086307076","85.999992","3.583333","12.5","11.01","0.1077032961426901","11.0339"
"theta020","0.2","-166.9363086307076","85.999992","3.583333","17.5","11.26","0.1077032961426901","11.131105"
"theta020","0.2","-166.9363086307076","87.0","3.625","2.5","3.14","0.1077032961426901","3.2069376"
"theta020","0.2","-166.9363086307076","87.0","3.625","7.5","10.68","0.1077032961426901","10.7205715"
"theta020","0.2","-166.9363086307076","87.0","3.625","12.5","11.14","0.1077032961426901","11.034034"
"theta020","0.2","-166.9363086307076","87.0","3.625","17.5","11.34","0.1077032961426901","11.132423"
"theta020","0.2","-166.9363086307076","88.000008","3.666667","2.5","3.16","0.1077032961426901","3.197744"
"theta020","0.2","-166.9363086307076","88.000008","3.666667","7.5","10.71","0.1077032961426901","10.714287"
"theta020","0.2","-166.9363086307076","88.000008","3.666667","12.5","11.17","0.1077032961426901","11.034099"
"theta020","0.2","-166.9363086307076","88.000008","3.666667","17.5","11.27","0.1077032961426901","11.133692"
"theta020","0.2","-166.9363086307076","88.999992","3.708333","2.5","3.21","0.1077032961426901","3.1888092"
"theta020","0.2","-166.9363086307076","88.999992","3.708333","7.5","10.69","0.1077032961426901","10.707729"
"theta020","0.2","-166.9363086307076","88.999992","3.708333","12.5","11.21","0.1077032961426901","11.034095"
"theta020","0.2","-166.9363086307076","88.999992","3.708333","17.5","11.24","0.1077032961426901","11.134913"
"theta020","0.2","-166.9363086307076","90.0","3.75","2.5","3.15","0.1077032961426901","3.1801245"
"theta020","0.2","-166.9363086307076","90.0","3.75","7.5","10.67","0.1077032961426901","10.700888"
"theta020","0.2","-166.9363086307076","90.0","3.75","12.5","11.05","0.1077032961426901","11.03402"
"theta020","0.2","-166.9363086307076","90.0","3.75","17.5","11.18","0.1077032961426901","11.1360855"
"theta020","0.2","-166.9363086307076","91.000008","3.791667","2.5","3.13","0.1077032961426901","3.1716826"
"theta020","0.2","-166.9363086307076","91.000008","3.791667","7.5","10.61","0.1077032961426901","10.693752"
"theta020","0.2","-166.9363086307076","91.000008","3.791667","12.5","11.05","0.1077032961426901","11.033878"
"theta020","0.2","-166.9363086307076","91.000008","3.791667","17.5","11.21","0.1077032961426901","11.137211"
"theta020","0.2","-166.9363086307076","91.999992","3.833333","2.5","3.07","0.1077032961426901","3.1634774"
"theta020","0.2","-166.9363086307076","91.999992","3.833333","7.5","10.63","0.1077032961426901","10.68631"
"theta020","0.2","-166.9363086307076","91.999992","3.833333","12.5","11.17","0.1077032961426901","11.033666"
"theta020","0.2","-166.9363086307076","91.999992","3.833333","17.5","11.26","0.1077032961426901","11.138288"
"theta020","0.2","-166.9363086307076","93.0","3.875","2.5","3.01","0.1077032961426901","3.1555011"
"theta020","0.2","-166.9363086307076","93.0","3.875","7.5","10.65","0.1077032961426901","10.678546"
"theta020","0.2","-166.9363086307076","93.0","3.875","12.5","11.07","0.1077032961426901","11.033384"
"theta020","0.2","-166.9363086307076","93.0","3.875","17.5","11.34","0.1077032961426901","11.139317"
"theta020","0.2","-166.9363086307076","94.000008","3.916667","2.5","3.15","0.1077032961426901","3.1477478"
"theta020","0.2","-166.9363086307076","94.000008","3.916667","7.5","10.64","0.1077032961426901","10.67045"
"theta020","0.2","-166.9363086307076","94.000008","3.916667","12.5","11.18","0.1077032961426901","11.033032"
"theta020","0.2","-166.9363086307076","94.000008","3.916667","17.5","11.21","0.1077032961426901","11.140297"
"theta020","0.2","-166.9363086307076","94.999992","3.958333","2.5","3.15","0.1077032961426901","3.140211"
"theta020","0.2","-166.9363086307076","94.999992","3.958333","7.5","10.62","0.1077032961426901","10.662004"
"theta020","0.2","-166.9363086307076","94.999992","3.958333","12.5","11.09","0.1077032961426901","11.032612"
"theta020","0.2","-166.9363086307076","94.999992","3.958333","17.5","11.30","0.1077032961426901","11.141231"
"theta020","0.2","-166.9363086307076","96.0","4.0","2.5","3.09","0.1077032961426901","3.1328847"
"theta020","0.2","-166.9363086307076","96.0","4.0","7.5","10.59","0.1077032961426901","10.653193"
"theta020","0.2","-166.9363086307076","96.0","4.0","12.5","11.14","0.1077032961426901","11.03212"
"theta020","0.2","-166.9363086307076","96.0","4.0","17.5","11.26","0.1077032961426901","11.1421175"
"theta020","0.2","-166.9363086307076","96.999984","4.041666","2.5","3.09","0.1077032961426901","3.1257637"
"theta020","0.2","-166.9363086307076","96.999984","4.041666","7.5","10.51","0.1077032961426901","10.644001"
"theta020","0.2","-166.9363086307076","96.999984","4.041666","12.5","11.12","0.1077032961426901","11.031558"
"theta020","0.2","-166.9363086307076","96.999984","4.041666","17.5","11.30","0.1077032961426901","11.142956"
"theta020","0.2","-166.9363086307076","98.000016","4.083334","2.5","3.03","0.1077032961426901","3.118841"
"theta020","0.2","-166.9363086307076","98.000016","4.083334","7.5","10.57","0.1077032961426901","10.634404"
"theta020","0.2","-166.9363086307076","98.000016","4.083334","12.5","11.12","0.1077032961426901","11.030924"
"theta020","0.2","-166.9363086307076","98.000016","4.083334","17.5","11.28","0.1077032961426901","11.143747"
"theta020","0.2","-166.9363086307076","99.0","4.125","2.5","3.07","0.1077032961426901","3.1121128"
"theta020","0.2","-166.9363086307076","99.0","4.125","7.5","10.52","0.1077032961426901","10.624386"
"theta020","0.2","-166.9363086307076","99.0","4.125","12.5","11.13","0.1077032961426901","11.03022"
"theta020","0.2","-166.9363086307076","99.0","4.125","17.5","11.34","0.1077032961426901","11.144492"
"theta020","0.2","-166.9363086307076","99.999984","4.166666","2.5","3.16","0.1077032961426901","3.105573"
"theta020","0.2","-166.9363086307076","99.999984","4.166666","7.5","10.55","0.1077032961426901","10.613921"
"theta020","0.2","-166.9363086307076","99.999984","4.166666","12.5","11.20","0.1077032961426901","11.029445"
"theta020","0.2","-166.9363086307076","99.999984","4.166666","17.5","11.16","0.1077032961426901","11.145189"
"theta020","0.2","-166.9363086307076","101.000016","4.208334","2.5","3.07","0.1077032961426901","3.0992162"
"theta020","0.2","-166.9363086307076","101.000016","4.208334","7.5","10.57","0.1077032961426901","10.602984"
"theta020","0.2","-166.9363086307076","101.000016","4.208334","12.5","11.09","0.1077032961426901","11.028598"
"theta020","0.2","-166.9363086307076","101.000016","4.208334","17.5","11.31","0.1077032961426901","11.145841"
"theta020","0.2","-166.9363086307076","102.0","4.25","2.5","2.97","0.1077032961426901","3.0930383"
"theta020","0.2","-166.9363086307076","102.0","4.25","7.5","10.46","0.1077032961426901","10.591549"
"theta020","0.2","-166.9363086307076","102.0","4.25","12.5","11.12","0.1077032961426901","11.027679"
"theta020","0.2","-166.9363086307076","102.0","4.25","17.5","11.31","0.1077032961426901","11.146444"
"theta020","0.2","-166.9363086307076","102.999984","4.291666","2.5","2.98","0.1077032961426901","3.0870342"
"theta020","0.2","-166.9363086307076","102.999984","4.291666","7.5","10.51","0.1077032961426901","10.579585"
"theta020","0.2","-166.9363086307076","102.999984","4.291666","12.5","11.14","0.1077032961426901","11.026689"
"theta020","0.2","-166.9363086307076","102.999984","4.291666","17.5","11.33","0.1077032961426901","11.147003"
"theta020","0.2","-166.9363086307076","104.000016","4.333334","2.5","2.97","0.1077032961426901","3.0811992"
"theta020","0.2","-166.9363086307076","104.000016","4.333334","7.5","10.51","0.1077032961426901","10.567059"
"theta020","0.2","-166.9363086307076","104.000016","4.333334","12.5","11.14","0.1077032961426901","11.025625"
"theta020","0.2","-166.9363086307076","104.000016","4.333334","17.5","11.21","0.1077032961426901","11.147513"
"theta020","0.2","-166.9363086307076","105.0","4.375","2.5","3.02","0.1077032961426901","3.0755296"
"theta020","0.2","-166.9363086307076","105.0","4.375","7.5","10.50","0.1077032961426901","10.553933"
"theta020","0.2","-166.9363086307076","105.0","4.375","12.5","11.11","0.1077032961426901","11.024488"
"theta020","0.2","-166.9363086307076","105.0","4.375","17.5","11.27","0.1077032961426901","11.14798"
"theta020","0.2","-166.9363086307076","105.999984","4.416666","2.5","3.01","0.1077032961426901","3.07002"
"theta020","0.2","-166.9363086307076","105.999984","4.416666","7.5","10.50","0.1077032961426901","10.540167"
"theta020","0.2","-166.9363086307076","105.999984","4.416666","12.5","11.20","0.1077032961426901","11.023278"
"theta020","0.2","-166.9363086307076","105.999984","4.416666","17.5","11.35","0.1077032961426901","11.148398"
"theta020","0.2","-166.9363086307076","107.000016","4.458334","2.5","3.00","0.1077032961426901","3.0646663"
"theta020","0.2","-166.9363086307076","107.000016","4.458334","7.5","10.50","0.1077032961426901","10.525713"
"theta020","0.2","-166.9363086307076","107.000016","4.458334","12.5","11.15","0.1077032961426901","11.021995"
"theta020","0.2","-166.9363086307076","107.000016","4.458334","17.5","11.30","0.1077032961426901","11.148771"
"theta020","0.2","-166.9363086307076","108.0","4.5","2.5","2.95","0.1077032961426901","3.0594654"
"theta020","0.2","-166.9363086307076","108.0","4.5","7.5","10.45","0.1077032961426901","10.510521"
"theta020","0.2","-166.9363086307076","108.0","4.5","12.5","11.17","0.1077032961426901","11.020637"
"theta020","0.2","-166.9363086307076","108.0","4.5","17.5","11.24","0.1077032961426901","11.149098"
"theta020","0.2","-166.9363086307076","108.999984","4.541666","2.5","3.04","0.1077032961426901","3.054412"
"theta020","0.2","-166.9363086307076","108.999984","4.541666","7.5","10.40","0.1077032961426901","10.494534"
"theta020","0.2","-166.9363086307076","108.999984","4.541666","12.5","11.22","0.1077032961426901","11.019203"
"theta020","0.2","-166.9363086307076","108.999984","4.541666","17.5","11.28","0.1077032961426901","11.14938"
"theta020","0.2","-166.9363086307076","110.000016","4.583334","2.5","3.03","0.1077032961426901","3.0495028"
"theta020","0.2","-166.9363086307076","110.000016","4.583334","7.5","10.37","0.1077032961426901","10.477683"
"theta020","0.2","-166.9363086307076","110.000016","4.583334","12.5","11.09","0.1077032961426901","11.017695"
"theta020","0.2","-166.9363086307076","110.000016","4.583334","17.5","11.35","0.1077032961426901","11.149616"
"theta020","0.2","-166.9363086307076","111.0","4.625","2.5","3.04","0.1077032961426901","3.0447342"
"theta020","0.2","-166.9363086307076","111.0","4.625","7.5","10.34","0.1077032961426901","10.459895"
"theta020","0.2","-166.9363086307076","111.0","4.625","12.5","11.30","0.1077032961426901","11.01611"
"theta020","0.2","-166.9363086307076","111.0","4.625","17.5","11.30","0.1077032961426901","11.149808"
"theta020","0.2","-166.9363086307076","111.999984","4.666666","2.5","2.93","0.1077032961426901","3.0401025"
"theta020","0.2","-166.9363086307076","111.999984","4.666666","7.5","10.41","0.1077032961426901","10.441086"
"theta020","0.2","-166.9363086307076","111.999984","4.666666","12.5","11.10","0.1077032961426901","11.014451"
"theta020","0.2","-166.9363086307076","111.999984","4.666666","17.5","11.33","0.1077032961426901","11.149953"
"theta020","0.2","-166.9363086307076","113.000016","4.708334","2.5","2.93","0.1077032961426901","3.0356033"
"theta020","0.2","-166.9363086307076","113.000016","4.708334","7.5","10.34","0.1077032961426901","10.421152"
"theta020","0.2","-166.9363086307076","113.000016","4.708334","12.5","11.10","0.1077032961426901","11.012713"
"theta020","0.2","-166.9363086307076","113.000016","4.708334","17.5","11.35","0.1077032961426901","11.150053"
"theta020","0.2","-166.9363086307076","114.0","4.75","2.5","3.02","0.1077032961426901","3.0312343"
"theta020","0.2","-166.9363086307076","114.0","4.75","7.5","10.22","0.1077032961426901","10.399983"
"theta020","0.2","-166.9363086307076","114.0","4.75","12.5","11.16","0.1077032961426901","11.010898"
"theta020","0.2","-166.9363086307076","114.0","4.75","17.5","11.38","0.1077032961426901","11.150107"
"theta020","0.2","-166.9363086307076","114.999984","4.791666","2.5","2.95","0.1077032961426901","3.0269911"
"theta020","0.2","-166.9363086307076","114.999984","4.791666","7.5","10.22","0.1077032961426901","10.377446"
"theta020","0.2","-166.9363086307076","114.999984","4.791666","12.5","11.16","0.1077032961426901","11.009005"
"theta020","0.2","-166.9363086307076","114.999984","4.791666","17.5","11.29","0.1077032961426901","11.150117"
"theta020","0.2","-166.9363086307076","116.000016","4.833334","2.5","2.95","0.1077032961426901","3.0228708"
"theta020","0.2","-166.9363086307076","116.000016","4.833334","7.5","10.21","0.1077032961426901","10.353378"
"theta020","0.2","-166.9363086307076","116.000016","4.833334","12.5","11.04","0.1077032961426901","11.007031"
"theta020","0.2","-166.9363086307076","116.000016","4.833334","17.5","11.43","0.1077032961426901","11.150084"
"theta020","0.2","-166.9363086307076","117.0","4.875","2.5","3.03","0.1077032961426901","3.01887"
"theta020","0.2","-166.9363086307076","117.0","4.875","7.5","10.27","0.1077032961426901","10.327593"
"theta020","0.2","-166.9363086307076","117.0","4.875","12.5","11.07","0.1077032961426901","11.004979"
"theta020","0.2","-166.9363086307076","117.0","4.875","17.5","11.37","0.1077032961426901","11.150003"
"theta020","0.2","-166.9363086307076","117.999984","4.916666","2.5","2.91","0.1077032961426901","3.0149863"
"theta020","0.2","-166.9363086307076","117.999984","4.916666","7.5","10.18","0.1077032961426901","10.299865"
"theta020","0.2","-166.9363086307076","117.999984","4.916666","12.5","11.12","0.1077032961426901","11.002847"
"theta020","0.2","-166.9363086307076","117.999984","4.916666","17.5","11.33","0.1077032961426901","11.149879"
"theta020","0.2","-166.9363086307076","119.000016","4.958334","2.5","2.99","0.1077032961426901","3.0112157"
"theta020","0.2","-166.9363086307076","119.000016","4.958334","7.5","10.13","0.1077032961426901","10.269914"
"theta020","0.2","-166.9363086307076","119.000016","4.958334","12.5","11.14","0.1077032961426901","11.000632"
"theta020","0.2","-166.9363086307076","119.000016","4.958334","17.5","11.30","0.1077032961426901","11.149712"
"theta020","0.2","-166.9363086307076","120.0","5.0","2.5","2.95","0.1077032961426901","3.007555"
"theta020","0.2","-166.9363086307076","120.0","5.0","7.5","10.16","0.1077032961426901","10.237403"
"theta020","0.2","-166.9363086307076","120.0","5.0","12.5","11.10","0.1077032961426901","10.998336"
"theta020","0.2","-166.9363086307076","120.0","5.0","17.5","11.40","0.1077032961426901","11.149499"
